"Note","Description","key"
"5,0","will smith nous livre ici un condensé de ce quil est capable de donner et on redemande un physique irréprochable dans un rôle recherché il plante vraiment bien le décor  en plus de cela le scénario est vraiment bon on est pris au jeu  mention spéciale aux effets qui ont bien réussi à retranscrire des émotions très diverses en la personne dun robot ",6
"4,0","un excellent film de sf et will smith dans un de ses meilleurs roles un film policier doublé d un film poetique  a ne pas rater   ",7
"4,0","bon film malgré quelques signes un peu trop tourné vers la publicité de partenaires dès le début pour la production jimagine audi converse      si on réussi à occulter ces détails on trouve un film de bonne facture tant au niveau de la mise en scène que du scénario avec en prime une petite réflexion sur la place et le sens de linnovation pour lhumanité dans le cas présent on parle du libre arbitre des robotspas vraiment étonnant vu le niveau de développement de la société pour proyas en 2035personnellement jaurais compté une 50aine dannée en plus  mention spéciale à shia lebeauf pour un petit rôle qui jèspère en appelleras dautres ",8
"4,0","will smith dans les films d actions  c est souvent le bon choix   c est le cas de ce film   super",9
"5,0","ben je vais mettre 4 étoiles  rien que pour faire chier les vilains critiques qui ont trouvé ça zéro      je mattendais à un blockbuster un peu moyen     et puis will smith qui se la joue un peu     ben en fait  oui w smith se la pète avec son physique musclé post ali    mais le film en lui même est très divertissant    et je trouve ça surement aussi bien voire mieux quun spiderman 2 littéralement encensé par la critique   un mélange de blade runner desthétique minority  report un brin de ghost in the shell et une pointe de 2001 odyssée de lespace  la voix du robot sonny  ok le jeu de will est un peu minimaliste les deux scènes dactions un peu tirées par les cheveux mais yen a pas trop alors ça va  la fille fait un peu potiche intello figurative     mais le tout se tiens très bien sans temps morts    avec un peu de suspens distillé jusquau bout   moi je men fous  je le conseille à tous et toc ",10
"5,0","tout va bien dans ce film  dans la lignée de men in black mais en solo cette fois will smith se détache de son rôle de flic pour y apporter une touche dhumour  les scènes daction sont vraiment bien foutus et là encore le scénario pèse lourd pour un scénar de sf   sur fond denquète on a même droit à une petite leçon philosophique si on se penche un peu sur la question des machines rien à voir avec matrix pour autant  finalement will smith porte ce film sur ces épaules et dieux sait quelle sont larges spécialement pour celui ci    on sen sort avec un film trés reussi  ps il est important de noter la classe du type dans ce film essayez de porter un 3 4 cuir avec un bonnet en cuir un jour ",11
"5,0","entre 3 et 4 étoiles  basé sur une nouvelle dun maitre de lanticipation isaac asimov et filmé par alex proyas i robot se révèle être un bon divertissement dété mais malheureusement sans son lot de nouveautés et de surprises qui aurait pu le démarquer des autres films de science fiction  will smith adopte dans i robot une attitude assez sorbre et tient ici un role assez humain dune personne contestant le role de la technologie dans la sociétérobot  concernant les effets spéciaux ils ne sont pas tous parfait  visuellement i robot est incroyable avec un chicago version 2035 esthétiquement superbe ressemblant étrangement à un coruscant version star wars  par contre la bataille final et son dénouement ne sont pas à la hauteur de ceux quon aurait pu attendre tellement la réalisation et les effets semblent avoir été légèrement baclées pour la fin du film  copie de minority repport pour la photographie de demolition man pour le coté rétro du héros i robot est un énième film sur les rapports hommes robots sans réfléxion   meme si les différents messages publicitaires que lon peut rencontrer jvc   converse version 2004   audi   pendant le film pourront énerver certain dentre nous pas moi et les différentes situations ne rendant pas le film toujours bien crédible i robot mérite quand meme notre attention  ",12
"4,5","action et émotion jadore",13
"5,0","un très très bon film et comme dhabitude un will smith grandiose  un scénario original de jolies décors et de bons effets spéciaux ",14
"3,5","un film bien fait au scénario assez classique  la machine se révolte contre lhomme  cest mis en scène de façon assez original  le casting est bon et on ne sennuie pas  on retrouve will smith dans la figure classique du héro  irréaliste car les héros comme ça ça nexiste pas mais ça nous divertit ",0
"5,0","de bon effet spéciaux avec une très bonne morale ",1
"3,5","un très bon film  on se laisse embarquer dans cette histoire on y croit on est a fond avec will smith ça tient la route  le robot principal est vraiment intéressant de part son côté    humain  un film qui fait un peu réfléchir sur les robots ou plutôt sur la technologie toujours plus innovante et perfectionné et leur éventuel pouvoir sur notre avenir et sur celui de la planète    il faut aussi souligné les effets spéciaux et des scènes de bagarre vraiment bien réussi   bref je nai pas boudé mon plaisir et conseil vivement ce film",2
"4,0","un bon film  voila comment je définirais ce film futuriste bien ficelé avec un super will smith tellement agréable à regarder  en effet les moyens sont là et on se retrouve propulsés en 2035 dans un monde qui pourrait être le notre dans quelques dizaines dannées  ce film mêle humour et suspense à la perfection et sans ennui  lacteur qui joue sunny est époustouflant et vole presque la vedette à will smith japprécie aussi lévolution du docteur calvin qui devient moins rigide comme un robot et plus humaine au contact de spooner  le final est très bon de laction pure jus à laméricaine mais très divertissante ",3
"5,0","un super film de sf ou will smith joue super bien son personnage dans un monde futuriste peuplé de robot ",4
"4,0","un film pas trop mal les effets sont assez bien realiser cependant je trouve que l histoire n est pas specialement prenante cependant cela reste un bon divertissement ",5
"2,5","un film de science fiction vraiment bof le scénario est compliqué par moment et leffet de surprise à la fin ny est pas  les effets spéciaux sont parfois exagérés et inutiles la destruction de la maison  la scène façon gangs of new york frôle le riciculeon a du mal à y prendre au sérieux  un blockbuster sans interet qui nen reste pas moins un bon divertissement grace à des bonnes scènes dactions la scène du tunneldes bons personnagesle meilleur est pour moi sonny le robot lol qui vole la vedette à will smithpas mal lui aussi dans le role du flic qui déteste les robots et personne ne croit lorsquil évoque lagressivité des robots",6
"3,5","un bon divertissement de science fiction  will smith fait du will smith cest bon mais loin dêtre un rôle de composition son meilleur rôle est dans à la recherche du bonheurmagistral  je le trouve quand même bien meilleur dans je suis une légende  les effets spéciaux sont bons sans être extraordinaire  en tout cas un bon film dans son ensemble  a voir et à découvrir sans hésitation ",7
"3,0","bon lhistoire cest du réchauffé rien de bien révolutionnaire  la prestation de will smith comme acteur principal est impeccable et il  sort quelques répliques bien placées assez drôles  le film nest pas essentiellement un film daction et le scénario est intéressant mais il contient de bien grosses ficelles nous devinons un peu trop vite ce quil va se passer  les effets spéciaux en revanche sont pas mal du tout  bref un bon film pop corn",8
"4,0","ceux qui en voyant la bande annonce croyaient voir un simple pop corn movie bête et méchant se trompent  le problème dans ce film cest qualex proyas réalisateur de lexcellent et triste the crow et du culte dark city na pas eu la totale liberté daction et dû faire des choses que les producteurs voulaient et quil ne voulait pas  cest dommage car pour le reste le scénario est excellent dommage que les bande annonces nous montraient la révolte des robots le personnage joué par will smith est très intéressant du fait de sa haine des robots  malgré quelques blagues pas drôles will smith est tout de même bon  sinon le film nest pas un simple enchaînement de scènes daction mais les scènes daction sont très spectaculaires efficaces très bien filmées  visuellement époustouflantes et qui confirment après dark city le talent de proyas pour le visuel et bien aidées par dexcellents effets spéciaux  la mise en scène dalex proyas est aussi très bonne lors des scènes daction notamment où il offre des angles de caméra hallucinants mais par moments les ralentis trop souvent présents deviennent chiants  nespérez pas non plus voir au final un message ou quelque chose dans le genre car là ou dautres films se sont plantés en voulant donner un message ou quelque chose alex proyas a compris et joue la carte du divertissement pur  au final i robot est un très bon blockbuster ",9
"0,5","nul film plat il ny a que de laction  ce film peut paraître super pour ceux qui nont pas lu les livres dasimov mais là je me demande si ce film est issu de ses bouquins car lhistoire est sans intérêt  donc pas de susan calvin robopsychologue et aucune psychologie dans ce film rien qui respecte les livres dasimov qui sont passionnants  et le pire est quon retrouve la jaquette du film sur un de ses livres navrant   ",10
"2,5","après quelques excellentes réalisations the crow et dark city alex proyas se coltine au blockbuster estival avec grosses stars et pognon à gogo  sil ny perd pas tout à fait son âme il nen sort pas indemne non plus  partant dun postulat intéressant sur luniformisation du monde sur les dangers liés aux politiques sécuritaires et sur le pouvoir des grandes multinationales le cinéaste déroule une intrigue qui capte lattention  certaines scènes sont même assez poétiques et nous rappellent les ambitieux premiers films du cinéaste  pourtant le film est trop calibré pour totalement convaincre  ainsi la révolte des robots ne sert pas vraiment le propos du réalisateur et nest là que pour remplir le quota nécessaire de scènes spectaculaires  cest dommage car le film sombre du coup dans le tout venant  enfin les gros points négatifs sont linterprétation pas très motivante de will smith mais aussi des effets spéciaux numériques sans âme et une omniprésence de publicité pour les voitures les chaussures les montres les lecteurs cd et jen passe vraiment cest pas discret  au total on se retrouve devant un film vraiment sympathique efficace et qui aurait pu être excellent sil nétait pas aussi convenu et standardisé ",11
"4,0","un bon film de science fiction super bien fait  une vision futuriste dun monde ou se côtoient humains et robots ",12
"0,5","vraiment nul lhistoire na pas dinterêt et les effets spéciaux sont pour moi vraiment moyen   les blagues ne sont même pas marrante vraiment a voir quand on est jeune  ",13
"2,5","pom pom pom mmm que vois je  un dvd cheap  voyons voir ce quil a dans le ventre   awww will smith il est musclé la fille est intelligente physiquement il fait beau les méchants ils peuvent être partout  tels furent les feelings pendant que les minutes défilaient   mais bon sang comment il arrive a trouver les indices a draguer la fille a  détruire un truc qui est normalement invincible en 1h40 pourquoi il trouve la faille si vite pourquoi les robots ne lui font que des égratignures a linspecteur  je suis apparemment tombé sur un film stéréotypé dans  un sens mais on se laisse facilement entrainer dans le monde des robots et des humains   une production américaine qui en met plein la vue peut être au détriment de la philosophie  les réponses ci dessus ne trouveront surement pas réponse mais une qui restera dans les annales de ce film dans lhappy end pourquoi il embrasse pas la fille ",14
"3,0","un film qui se regarde bien avec un will smith qui répond présent et heureusement  ",0
"4,0","jetait pas tres chaud pour le voir mais il est  même pas mal du tout mais maintenant je me mefie des robots  ",1
"4,5","un film de sf dexcellente facture ",2
"4,0","très bon film de science fiction un scénario qui tient la route une histoire plaisante de laction et un bon rythme ",3
"4,0","un excellent film de sf qui pourrait bien devenir réalité un jour  le scénario est solide la fin surprenante et will smith très bon ",4
"5,0","excellent film de science fiction avec un will smith toujours aussi super ",5
"4,0","une réussite indiscutable servie par un scénar malin et de laction soutenue mais digeste malgré le statut de lointaine adaptation du roman éponyme  will smith est au plus haut ",6
"2,5","un film de science fiction moyen avec une histoire peu surprenante et peu captivante  même will smith est en dessous de ses prestations habituelles  un film à découvrir si on est fans de lacteur pour les autres il vaut mieux choisir une autre oeuvre ",7
"3,0","je ne me souviens plus vraiment du film  mais de ce que je peux men souvenir cétait un bon film film avec un will smith qui reste fantastique  de bon rebondissements  un film a voir",8
"4,0","excellent film de sf avec un bon scénario qui tient bien la route  et puis will smith a une plastique de rêve quil met magnifiquement en valeur dans ce film  donc jadore et puis voilà ",9
"5,0","excellent film de science fiction inspiré de les trois lois de la robotique de lécrivain isaac asimov i robot est un divertissement plus intelligent que la plupart des blockbusters américain qui noublie jamais les impressionnants morceaux de bravoure la séquence de lautoroute le final     les sfx sont prodigieux le robot sony criant de réalisme le rythme soutenu les pointes dhumours bienvenues et will smith dans le rôle dun filc désabusé et nostalgique dune époque révolue est encore une fois irréprochable  un must ",10
"5,0","cest une très bonne surprise en général  on remarque bien une dose de déjà vu avec terminator minority report i a  ou matrix mais la réalisation et le scénario sont pour une fois assez originaux avec de bons acteurs will smith assez étonnant ces dernières années et sonny le robot très attachant  il y a une très bonne réflexion danticipation sur les technologies robotiques de demain merci asimov  je ne lai pas lu mais ça ma donné envie en tout cas  visuellement très beau cest nest par contre pas très réaliste pour 2035 mais plus tard pourquoi pas  un des atouts majeurs de ce film est sans aucun doute les effets spéciaux qui nous en mettent vraiment plein la vue avec des mouvements de caméra très bien faits p  ex  les scènes du tunnel ou de la bataille finale  par moment cest peut être un peu trop filmé ou scénarisé à la manière hollywoodienne mais ne boudons pas notre plaisir pour autant  le réalisateur a voulu aussi faire passer quelques moments démotions avec laccident de linspecteur ou la relation de sonny avec les humain mais on a quand même du mal à éprouver quelques sentiments  mais le scénario les idées les effets spéciaux et laction sont là on passe donc un très bon divertissement pop corn et on en ressort très content ",11
"5,0","un film tout simplement génialeon est scotché du début à le fin",12
"2,0","moyen et beaucoup trop commercial  will smith est dans un rôle qui lui va comme un gant et fait bonne figure face à la pauvre bridget moynahan  visuellement i robot parvient à se démarquer grâce à quelques trouvailles mais reste un peu fade  son scénario de départ est intéressant mais malheureusement beaucoup trop mou pour pour en faire une référence  on ne décroche pas mais   ",13
"4,0","science fiction simple et efficace  will smith est vraiment au top et le scénario la réalisation et les effets spéciaux nous transportes dans un futur impressionnant qui risque probablement dêtre le notre  très bon film ",14
"4,0","un bon film de sf ",0
"2,5","malgré des scènes daction spectaculaires et des effets spéciaux réussis le film pêche par son manque doriginalité dans son scénario et par will smith qui na pas du tout sa place dans le film  une belle déception de la part du réalisateur de dark city qui signe toutefois de très beaux plans comme le plan final",1
"2,5","il nest pas aisé de livrer une oeuvre personnelle à lintérieur du système de production hollywoodien actuelle lorsque lhistoire que lon va raconter nécessite force technologie et donc un budget conséquent  i robot vient rappeler combien réussir à imposer un film tel spider man 1 et 2 ou solaris est plus difficile quil ny paraît  alex proyas essai donc de mener sa barque entre les desiderata de sa star will smith qui a beaucoup dexigences surtout quil est aussi producteur exécutif et du studio  a lécran cela donne un film aux allures de blockbuster aux effets surprenant de réalisme mais évidemment peu porté sur laction  une action essentiellement relégué à la dernière partie du film et qui donne lieu à des scènes sortis de nulle part et peu développé en terme de trame scénaristique donc à la fois trépidentes et frustrantes  il en va de même pour toute la première partie celle qui visiblement intéresse le plus alex proyas centré sur le personnage de will smith très intimiste mais qui régulièrement doit se soumettre aux diktats des producteurs en passant de la pub et livrant des plans et blagues typique de will smith dans un film  i robot est un film hybride qui aspire à un film danticipation personnel et sinçère mais se heurte à son propre statut et système de financement que le réalisateur à du mal à ou ne veut pas dissimuler il faut donc une certaine indulgence en entrant dans la salle pour lapprécier comme il se doit ",2
"4,0","des décors réalistes des effets spéciaux remarquables des acteurs convainquant et un robot attachant  inventif et esthétique  et puis tout gâcher par un scénario convenu et ressassé en trahissant tout lesprit du monde dasimov fait finesse et subtilité pour tomber dans un film daction lambda  ne parlons pas de ce qui quil reste des trois lois    il suffisait juste dadapter fidèlement une des  nouvelles de lécrivain et le choix était large   ",3
"4,0","super film  scenario très original  pleins de rebondissement des scenes dactions très convaincantes effets spéciaux géniaux will smith au meilleur de sa forme alalala     quil est bon cet acteur  merci",4
"4,0","je suis allé voir irobot en me disant allons voir un blockbuster de lété  et la   oh miracle le film est très bien mené  les effets spéciaux sont beaux sans être trop poussifs will smith est très convaincant dans son rôle dinspecteur névrosé et les robots sobres et efficaces  mais la palme vient à lhistoire qui se révèle assez sympa à suivre et qui nous tient en haleine jusquau bout  bref un bon film à voir au cinéma",5
"4,0","un super film de science fiction avec un scénario bien ficelé le sujet est traîté avec intelligence  de plus w smith est vraiment excellent et colle parfaitement à son personnage  pour couronner le tout lunivers futuriste et les effets spéciaux sont réussis ",6
"2,5","bof  moyen  ca fait bien longtemps que will smith ne nous a pas agréablement surpris ",7
"4,0","tres bon film que je recommande à tous les fans de will smith et daction en général  les seuls bémols du film sont les clins doeil publicitaire mr smith en converse qui roule en audi r8 project    et il me semble avoir vu des écrans jvc    enfin bon cest pour ça que jenlève une étoile  mais sinon ne vous en privez pas ",8
"3,5","une idée intéressante sur les règles de la robotique dasimov avec une réflexion morale sur comment lintelligence artificielle pourrait remplacer  le jugement humain de léthique  malheureusement un peu trop tourné holywood et gros cinéma mais ça se regarde bien",9
"3,0","un film de science fiction divertissant mais qui est loin detre le meilleurs le scénario est correct et nous propose une enquete interessente et avec sont lot de scènes dactions dont les effets speciaux sont bien travaillés  notamment la scène de course poursuite dans le tunnel  le casting est plutot bien choisit meme si will smith fait un peu trop sont will smith en sécartant du personnage ce qui décrédibilise un peu sont role de policier  sans etre un très bon film de s f comme minority report ou super 8 i robot vous fera passer un bon moment ",10
"4,5","super film will smith est comme toujours époustouflant  il y a de laction des émotion du suspense  un super film de science fiction ",11
"2,5","lintelligence du propos et la qualité des scènes dactions auraient mérité 3 étoiles même si le sujet de lintelligence artificielle a déjà été vu et revu depuis asimov  malheureusement ce film est en partie gâché par ses images de synthèse omniprésentes et pas très réussies  dark city du même réalisateur était bien plus beau en dépit dun budget beaucoup plus modeste ",12
"2,5","bon film daction",13
"1,5","projection dans un monde robotisé avec son rapport homme machine sous couvert denquête policière ",14
"2,5","je préfère lutilisation du terme inspiré et certains devraient en prendre de la graine  ce film est vraiment réussi ils ont fait un bon truc  il y a des mauvais points comme le placement de marques et oui ça a un nom  trop appuyé surtout au début ou bien le simple fait dêtre un blockbuster et tout ce que cela entraîne dans la réalisation et le scénario  mais il y a aussi de très bons points comme les plans de fous lors de la dernière bataille  mais aussi will smith qui est excellent  il a bien su évoluer depuis ses débuts  je trouve le film bien homogène sans trop de mièvreries ou de passages que jappellerais kitsch ou jai fumé la pelicule du film comme les fins de harry  potter 3 ou spider man ii  donc si vous ne savez pas quoi faire cet été  allez le voir ",0
"4,0","un très bon film de sf  il souffre seulement de son histoire pas aussi poussée que dans les romans dasimov  les fans de lécrivain seront un peu déçu mais apprécieront laventure enfin pour moi ça a été le cas ",1
"4,0","ca commençait très fort 12 personnes dans la salle et moins dune minute après le début du film déjà 2 marques commerciales filmées en gros plan    sans parler des voitures toutes de la même marque allemande relookées façon 2035 mais très facilement reconnaissables malgré tout    je mattendais au pire     mauvaise impression en fait car passé ce cap le film très rythmé vous prends très vite pour ne plus vous lâcher  film techniquement & esthétiquement parfait son intrigue file bon train sans temps mort avec des ns 5 plus vrais que nature   scénario inquiétant mais intelligent humour & acteurs convainquants un autre petit bijou signé alex proyas le génialissime dark city précurseur de matrix sur la base dun maître de la sf isaac azimov   alors daccord même si la rébellion est condamnable sur sa forme on peut quand même dire quelle est louable sur le fond  car ce qui nest malheureusement pas de la science fiction cest que lhomme avec un grand h aurait bien besoin de quelquun ou quelque chose pour laider parce que là on va droit dans le mur que ce soit économiquement écologiquement ou socialement lhomme fait nimporte quoi pour du fric sil voulait se suicider il ne sy prendrait pas autrement  allez voir le film et vous comprendrez   ",2
"5,0","super film avec des effets spéciaux grandioses  un thème qui pourrait survenir dans le futur ",3
"4,5","alors que dire de ce film    ben tout dabord bravo à alex proyas et ensuite à will smith pour ce film inoubliable ",4
"5,0","amateur de sf jy ai trouvé mon compte  exercice danticipation puisque le scénario se déroule en 2035 cest à dire demain je ne sais si proyas a respecté à la lettre le livre dont il sest inspiré à savoir i robot de isaac azimov connu pour être le grand spécialiste littéraire de la robotique et de ses implications dans la vie humaine et sociale   bon hormis cette tendance lourde et nouvelle qui veut que les films délivrent de plus de messages publicitaires subliminaux pour honorer les généreux donnateurs financiers sans qui ce genre de films ne pourraient se faire hormis cela donc ce film est un excellent film danticipation   a comparer avec ai de spielberg ",5
"3,5","film danticipation très efficace avec une très bonne interprétation de will smith  suspens prenant et spectacle au rendez vous ",6
"2,5","le film sur le thème du futurisme à lair assez intéressant bien que le film en lui même nest pas très  intéressant ",7
"1,0","un matériau dorigine dune grande richesse les robots dasimov un réalisateur chevronné mr alex proyas the crow dark city tout pour faire un grand film  mais car il y a un mais choisir will smith dans le rôle principal a été la grosse erreur je me demande même si proyas a eu son mot à dire sur ce point  roulant des mécaniques et cabotinant à outrance il devient vite énervant au plus haut point et gâche lensemble du métrage  et je ne parlerais même pas des pubs bien voyantes pour une marque de chaussures et de voitures qui ont fini de plomber ce film ",8
"4,0","layant déjà vu en dvd il y a un mini bout de temps le revoilà qui à passé sur canal+ et après lavoir revu je peut affirmé que cest vraiment un très bon film laction est super lhistoire plutot pas mal les acteurs exellent et la musique est fort sympatique   un très bon thriller action en somme il vous faut le voir will smith joue le flic mal dans sa peau et ultra parano cest très agréable de le voir joué bridget moynahan  que je ne connaissait pas auparravant joue vraiment très bien et est vraiment très jolie      les effets spéciaux le sont aussi jolie vraiment bien réalisés ",9
"2,5","un petit film de sf sympa qui se regarde tranquillement sans casser trois pattes à un canard  en effet il est bon mais présente une histoire déjà vu et revu et ne présente rien de particulièrement notable et expliquant une note supérieure à mon humble avis ",10
"2,5","irobot cest juste un film avec will smith et rien dautre",11
"4,0","grand film de science fiction et danticipation ",12
"4,5","très bon film avec une ambiance très travaillée un scénario intéressant même si un peu prévisible  jai beaucoup aimé la réalisation des scènes dactions et je dois dire que le rendu des robots est vraiment bluffant ",13
"3,5","une agréable surprise que ce i robot  un film de science fiction bien ficelé au sujet intéressant bien quapparament le réalisateur ait pris bien des libertées par rapport à loeuvre originelle  mais cela ne pose pas de problèmes dans la mesure ou lensemble est cohérent   si vous avez aimé matrix ou des films de ce genre qui innovent dans le domaine ce film vous plaira sans doute   a voir pour se faire son idée ",14
"3,5","un bon film sur un futur qui pourrait nous arriver si nous continuons sur cette voie là  de bons acteurs une intrigue de laction même si jaurait aimé voir plus de scène de combat avec les robots il aurait dut avoir une invasion une attaque de robot à une plus grande échelle dans le film car là sa se passe dans une seule ville et cest un peu ringard  sinon je conseille ce film à tous ",0
"5,0","alex proyav décidément réalisateur de film de science fiction de la nouvelle générationil a réaliser entre autre 2 autres films de science fiction assez célèbre =prédiction et the crowils nous livre ici une solution de lannée 2035 avec comme acteurs will smith et sa marche très bien  pour faire le tour un peu du film on remarque une très bonne direction artistique ce qui devient assez rare de nos jours pour un film de science fiction une création des costumes ma fois de la par des robots très bien faite par contre en se qui concerne les humains les costumes sont hélas assez moyen  mais hors mi tout ça il y a une question que le film nous pose cest peut on considérer des robots maglré quil soit sofistiqué comme des ames peut etre un des meilleurs films de science fiction de tout les temps certes pas encore à ranger auprés des alien et des stars wars mais quand meme un film avec un bon coté distrayant ",1
"5,0","ce film est tout simplement époustouflant  tout ce qui est montré nous propulse dans lavenir à savoir que les robots seront de plus en plus humanoïdes    pour le bien ou pour le mal  donner de lesprit aux choses voilà un dilemme plus que costaud pour ce scénario excellemment bien mené  les décors sont sublimes et lintrigue attractive  le seul petit regret est will smith qui fait un peu trop racaille pour le poste important de policier quil est censé incarner  ce nest pas très crédible mais le reste est tout simplement parfait  je le recommande et surtout jen redemande ",2
"4,0","très bon film dommage que le thème nait pas été plus développé en profondeur car il est assez intéressant   et par pitié moins fort sur les sponsors cest limite pénible en début de film   ",3
"4,0","jai pratiquement tout aimé dans ce film  lesthétique des robots lenvironement dans lequel évolue smith la société de cette époque les mentalité    cela pourrait bien anticiper un futur de notre monde et lhistoire est incontournable en matière de science fiction écrite par isaac asimov ",4
"1,0","jai été particulièrement déçu    lhistoire est vide les dialogues sont basiques et la réalisation nest en rien novatrice  nayant pas lu le livre je ne peux donc pas faire de comparaison avec le scénario  a noter cependant que les robots sont graphiquement très beaux et aboutis ce qui rend crédible un film bidon et que la performance dacteur de will smith est remarquable même sil tourne un peu en rond dans ses rôles  flic dans bad boy 1 et 2 ennemi detat mib 1 et 2    pour conclure nallez pas voir ce film pour son histoire mais plutôt son esthétique    ce qui mérite 1 étoile seulement ",5
"4,0","un film futuriste original avec un will smith en très grande forme et des effets spéciaux à couper le souffle ",6
"5,0","magnifique  que dire dautre  un scénario pas exceptionnel mais qui voit le héros avec une intrigue quelques petits doutes et interrogations  les effets spéciaux sont bien sûr parfaits  les acteurs sont à la hauteur on nest pas déçu  le design des robots leur forme et concept sont eux aussi parfaits  i robot surprend de par sa qualité son ingéniosité et la facilité quil a de nous plonger dans cet univers futuriste  evidemment il ne faut pas comme nos amis de la presse ou autres personnes chercher la petite bête et être sur ses principes  cest un film dévasion de spectacle  a voir absolument ",7
"2,5","dommage quun film qui aurait pu etre bien est un peu gaché par les conventions scenaristiques americaines la fin est dune non originalité affligeante les scenes un peu interessantes comme linterrogatoire du robot sont écourtés pour faire virvolter des voitures et laisser will smith faire ses sauts avec ses flingues à la matrix    les publicités ne sont meme plus cachés presque risiblent je mattendais presque à voir un logo decatlhon et le prix de ses chaussures converses 2004 en haut a droite de lécran    certaines repliquent sont presques samplés dautres films genre    repete ce que tu viens de dire    euuu quoi que les frites sont trop salées     mais oui tu es un genie  cest ca la solution  et le cauchemar en flashback du hero que lon vois un peu plus au fur et a mesure du film    cest du vu et archi vu aussi    reste quand meme des bons effets speciaux et des scenes bien tournées mais ca commence à ne plus suffire à cacher le manque de créativité et did",8
"5,0","oh que oui  5 étoiles pour ce film dont je ne me lasserais jamais de regarder et un scénario qui au fil du temps se rend plus en plus proche de la réalité     malheureusement ",9
"4,0","rien a dire     film action sciebce fiction     bonne histoire     belles images     will smith dans son domaine     je conseil",10
"5,0","très bon film des effets spéciaux spectaculaires et un scénario vraiment travaillé et très bien exploité  loriginalité du scénario reste relativement crédible et les décors futuristes sont géniaux  de plus will smith est excellent et tout à fait convaincant  le tout accompagné dune pointe dhumour  un chef doeuvre de la s f ",11
"3,5","trés réussi ce film représente un avenir prométant remplis de robots limagination du film est garantis  will smith de son côtés est toujours aussi bon les effets sont éblouissant et le film est réussi ",12
"3,0","partant dune fiction du génial asimov ayant un budget de blockbuster le tout accompagné dun casting prometteur on peut sattendre à du grand cinéma de la part de proyas  ce dernier a pour moi raté la marche  le scénario est mou du genou naviguant entre plusieurs eaux la mise en scène mouvementée est gâchée par des campagnes de pub des faux sentiments et des rebondissements prévisibles depuis la lune    heureusement will smith est impeccable et porte le film sur ses épaules les effets spéciaux de nelson sont parfaits la customization des robots est formidable bravo monsieur tatopoulos et enfin les seconds rôles tiennent la route  bref nous avons plutôt affaire à un blockbuster haut de gamme qui cache ses nombreux défauts derrière lesthétique plutôt quà un grand film de science  fiction  a limage de la bo de beltrami tout est bien ficelé mais il manque une séquence épique un supplément dâme à cette adaptation dailleurs peu fidèle  bref je qualifierai ce i robot de bancal ",13
"4,0","un spectacle impécable  la science fiction bénéficie de ces impressionnants effets spéciaux avec une histoire solide et halletante mais peut être un peu compliqué  will smith incarne son personnage avec panache et la chute finale est plus quinnatendue    une bonne surprise  a condition de comprendre au moins la moitié du film    et il faut regarder ce film plusieurs fois pour tout comprendre  et je crois que cest un peu le but ",14
"2,5","un bon divertissement  lhistoire se passe dans le futur  comme lindique le titre le film traite du sujet des robots des androïdes tellement pratiques mais dont on pourrait devenir parfois trop dépendants  pourtant le personnage principal est un policier techno méfiant même si ses contemporains le trouvent plutôt technophobe   ce que je nai pas aimé  les effets numériques omniprésents et les personnages trop manichéens ou simplistes   une grande compagnie fabriquant des robots domestiques invente un robot révolutionnaire encore mieux que la génération précédente mais dont seul le héros policier du film se méfie   a côté de ça cest aussi un bon film policier avec une morale à la fin comme il se doit dans le cinéma hollywoodien  le scénario est plutôt intéressant sans incohérence  ce film est peut être un western moderne will smith remplaçant john wayne ",0
"3,5","un bon film de science fiction dalex proyas plutôt discret mais convainquant avec un will smith toujours au top et toujours juste dans son interprétation  bonne thématique que la robotique et ses éventuelles contraintes  effectivement que ce passerait il si des robots évolués pouvaient fonctionner de manière arbitraire et échappant au contrôle des humains  sans pour autant être lidée du siècle puisque déjà abordé au cinéma je pense à notamment blade runner le scénario est soigné on peut même y desceller une leçon décologie  de bons effets spéciaux des scènes daction musclés même si lintrigue reste assez basique i robot est plaisant à regarder ",1
"2,5","bon spectacle bonnes idees scenar mais reste un peu trop autour de will smith genre sauveur du monde",2
"4,5","will smith =",3
"4,0","trés trés bon film avec un excellent will smith",4
"5,0","un bon film de science fiction dans lequel dexellents trucages numériques côtoient une reflexion intéressante sur la place de la robotique ",5
"4,0","un film entouré de robotscest rare et plutot amusantmoi qui nesten généralpas fan de sience fictionjai adoré ce film mélangeant sfpolicier et futurmené par un will smith dans un role assez sérieux qui lui va bientrès bon film ",6
"4,0","will smith est excellent dans ce rôle cest un très bon film qui dénonce le danger de la technologie ",7
"5,0","un très bon film de science fiction et ou danticipation  la révolution des robots cest pour quand  la modélisation de boston en 2035 est particulièrement bien réalisée ce qui rend dautant plus crédible ce cinéma fantastique ",8
"0,5","quel navet lennui total et un will smith encore plus agaçant que jamais  laction hahaha y en a pas un spot télé nul nul nul",9
