"Note","Description","key"
"0,5","que dire devant une telle ineptie  le scénario est une vaste blague complètement bidon complexifié de manière complètement artificielle par de la belle poudre aux yeux et le pire cest que ça a lair de marcher  et il faut vraiment être attardé pour ne pas deviner la fin à la moitié du film nolan ayant choisi la pire facilité possible  des effets spéciaux dans tous le sens un gros budget et un casting de stars ne suffit pas à faire un vrai film  et ces ralentis insupportables vers la fin du film pour tenter de vainement faire monter la tension dramatique    affligeant comme tout le reste du métrage ",6
"5,0","un petit bijoux scenaristique  très bonne mise en scène et acteur parfait  dicaprio en tête  vivement  the dark night rise ",7
"5,0","le scénario les acteurs la réalisation et la musique rendent ce film fabuleux  rien à redire ",8
"5,0","il faut bien ladmettre nolan a créé un nouveau genre de cinéma le blockbuster dauteur  un génie ce gars ",9
"4,5","excellent film  le seul élément qui ma dérangé cétait sa vraisemblance avec shutter island  un di caprio qui fait des rêves flash back sur une femme quil a perdu le tout dans une ambiance énigmatique et mélancolique    cela ma tout de suite frappé  après cest un point de vue comme un autre ",10
"4,5","christopher nolan est un génie  a une époque où tous les succès du box office sont des suites d’une franchise ou utilisent sans raison valable la 3d voire les deux à la fois c’est avec un plaisir maximum qu’on regarde inception  premier point fort un scénario à la fois original et alambiqué  il fallait l’imaginer cette bande qui s’introduit dans les rêves   imbriqués les uns dans les autres   pour voler et ou introduire des idées  ensuite la réalisation de nolan est à la fois sobre et efficace car elle n’abuse pas des effets spéciaux pour un film de science fiction comportant son lot de scènes d’action  le montage est quant à lui parfait pour accentuer la tension tout au long des 2h20 qui passent à une vitesse sidérale  mais le plus gros tour de force d’inception est de ne pas reposer uniquement sur les épaules de léonardo dicaprio toujours aussi brillant entre shutter island et ce film il aura été vraiment impressionnant cette année dans des rôles pour le moins compliqués  tous les seconds rôles de marion cotillard en amoureuse à la base de tous les problèmes du héros à ellen page dans un personnage bien éloigné de celui de juno en passant par les méconnus   pour l’instant    tom hardy et joseph gordon levitt la révélation du film tous sans exception sont excellents  on peut seulement reprocher quelques petites mais nécessaires incohérences temporelles et un léger surplus d’explications afin de ne pas semer trop de spectateurs en route et donc plaire au plus grand nombre  toutefois ceci ne gâche en rien le plaisir et last but not least la fin du film laisse la porte ouverte à de multiples interprétations  on sort de la salle avec un seul mot à la bouche  encore ",11
"5,0","un excellent film  déjà le visuel est sublime on prend vraiment une claque les effets spéciaux ont été vraiment travaillé ça nous offre des scènes de ouf comme les combats en apesanteur par ex la réalisation est donc vraiment réussi les décors sont tous de qualité  ensuite le scénario bien que complexe faut bien suivre est une belle réussite cest rare davoir des histoire aussi bien travaillé aussi bien exploité il y a des rebondissements du suspens si bien que les 2h30 du film passe très vite aucun temps mort  le casting est très bon dicaprio toujours parfait cotillard pas mal  tout ça rassemblé ça nous donne un film vraiment excellent que je recommande a tous ^^",12
"5,0","cest tellement bon de voir de nos temps un film qui nest ni une adaptation ni une suite  si pas encore vu se precipiter dans une salle sans hesiter ",13
"3,0","dans la lignée de matrix de laction onirique efficace  la chute de la camionette qui nen finit pas de tomber frise lennui ",14
"4,5","visuellement superbe agrémenté dun scénario en béton armé et dacteurs inspirés ce film est un petit bijou pour les sens  une telle plongée dans le monde intérieur est impressionnante ",0
"4,5","le moins quon puisse dire cest quil faut avoir lesprit très ouvert pour se laisser embarquer dans les délires oniriques et époustouflants de nolan  il faut bien saccrocher les 20 premières minutes et ne surtout pas chercher à simposer une logique de compréhension à tout prix et  tout le temps  il faut faire confiance et se laisser emporter dans les spirales imaginaires de lincepteur et de larchitecte     et veiller à ne pas rester à errer dans ses limbes    ",1
"5,0","le film est vraiment réussi  tout est regroupé de bons acteurs des effets spéciaux très bien maîtrisés une intrigue sensationnelle une musique qui nous tient en haleine    vraiment super film à voir ",2
"1,0","un film prétentieux un scénario bâclé et plein dincohérence en plus    et un dicaprio pas aux mieux de sa forme    ne payez pas pour voir ce film   ",3
"2,0","je suis un fan de leonardo   mais ce film ne restera pas dans les mémoires   dailleurs essayez de raconter le film le lendemain après lavoir vu  vous verrez vos souvenirs seront embrouillés   le réalisateur a du mal à poser le sujet puis à le développer  certains passages sont excellents notamment   au début   ceux tournés à paris mais le déroulement général de lhistoire rend le film long  il faut une première sous histoire pour introduire trois tableaux rêves par la suite  la fin dix dernières minutes reprend de la vitesse et de lintérêt  les trucages sont excellents   documentez vous sur le rêve freud avant daller voir le film je pense que cela le rend plus intéressant   comme shutter island moyen  dommage ",4
"5,0","excellent  bien filmer intrigue prenante rythme équilibré  quelques petits défauts mais qui ne le prive pas de la 4ème étoile  très bon film ",5
"0,5","film très très long ennuyeux à mourir a un moment jai cru que le film allait commencer a être bien mais non fausse alerte amateur daction passer votre chemin film brouillon  mention spéciale a joseph gordon levitt qui a un charisme irréprochable dans le film sinon dicaprio tombe bas surtout avec la voix vf pas du tout crédible  quelque effet visuel sympa mais sa ne sauve pas le film loin de là  en regardant la bande annonce nous fait rêver  mais ce nest quun rêve je me suis dit ce film est un chef doeuvre et ben non en allant voir ce film vous ressortirez énervé et fatigué et stressé plus quautre choses    bref a évité ",6
"0,5","au secours freud ils sont devenus fous   un bidon vide   ",7
"4,5","un chef doeuvre comme il y en existe peu  après memento insomnia et les 2 batman  je nai pas encore vu le prestige jétais impatient de voir le nouveau nolan  et le moins que lon puisse dire est malgré sa complexité le film est tout a fait comprehensible mais jaurai aimé en voir plus que le film soit plus long plus tortueux parce que les 2h20 de film mon parue durer que une heure et encore tellement limmersion mas été intense ",8
"5,0","pfff du bonheur  enfin il est possible de voir un film bien écrit complexe bien interprété sauf di caprio qui fait du comme dhab visuellement audacieux sans à se taper du film intimiste social  une bouffée despoir pour le cinéma ",9
"5,0","impressionnant  jy allais pour passer un bon moment et jai été happé par ce film qui ne ma libéré quaprès la fin de la séance  christopher nolan continue denchaîner les succès après batman begins et the dark knight   il réussit encore une fois à mêler action à un scenario extrêmement bien conçu  lunivers créé nécessite dêtre attentif pour ne pas se perdre dans les explications et dans lenchaînement des événements et on ne peut quapprécier le jeu des acteurs   javais peur sur ses deux premières scènes de voir une marion cotillard effacée mais son personnage sest très vite révélé dans toute sa complexité psychologique  impressionné également par ellen page   un film à voir et à revoir",10
"5,0","un seul mot  wow  un film à couper le souffle nolan se montre à la hauteur de son talent un film qui fait réfléchir beaucoup même des scènes magnifiques une musique envoutante signée hans zimmer bien sûr des acteurs en formes    bref un seul conseil allez voir ce film",11
"3,5","bon film  avec un scénario bien rempli et une idée de base très originale les acteurs sont bons dans lensemble les effets spéciaux utilisés de façon impressionante et on est captivés jusquau bout dailleurs la fin  est intéressante aussi  cependant il ya quelques moments un peu trop complexes qui empêchent de profiter de laction et dêtre à fond dedans   néanmoins les scénario propose beaucoup de rebondissements ce qui permet de sy remettre rapidement   pour avoir un vrai grand film ce serait super dexploiter une idée aussi originale portant sur les rêves et de se concenterer sur les personnages leurs expériences les leçons à en tirer     il ya un début avec la vie de cobb dicaprio dans le film mais ça reste assez basique    si la complexité de lintrigue était idminuée au profit de la complexité du fond on tiendrait quelque hcose de véritablement marquant    mais inception reste un bon thriller sf qui vous maintendra scotché devant lécran de plus ça fait toujours plaisir davoir une idée de base originale le budget est savamment utlisé et la réalisation vraiment bonne  un film à voir vous ne vous ennuirez pas",12
"5,0","un film de sf grandiose dune qualité et dune complexité rares inception explore nos rêves ainsi que tous les codes les accompagnant  je lai visionné deux fois au cinéma afin de profiter encore plus de ce bijou du septième art  une expérience hors du commun qui ne ressemble nullement aux films auxquels on nous habitue à voir   nolan après ses excellents batman begins batman the dark night ou encore memento nous offre un nouveau film irréprochable à tous les niveaux leo dicaprio michael caine joseph gordon levitt ellen page cillian murphy marion cotillard   le casting est dune grande finesse tout comme le film  cest assurément lun de mes grands coups de coeur de lété",13
"1,0","voici ma critique à chaud on retrouve ici tout lunivers cher à nolan du moins celui quil a présenté dans darknight lautre blockbuster du réalisateur un scénario  dénué dame des plans séquences gunshot complètement inutiles et mal filmés des effets série b et une longueur insupportable  di caprio et la fin à tiroir ne parviennent pas à sauver le film à mon sens  mes voisins semblaient ravis de cette inception irréelle en tout cas pour moi la déception était bien réelle ",14
"4,5","superbe  ce que jai préféré  lidée de terminer sur lidée que lon fait germer dans la tête du spectateur  grandiose ",0
"4,5","un bon beau film lidée plus quoriginale peut séduire tout le monde  javoue que dans le premier quart dheure jétais un peu largué mais le film est bien écrit et tout sembrique remarquablement  lidée géniale cest de superposer les tois monde les un dans les autres ca donne au finale une impression bonne jusqua la scène finale laisse a supposer que    ",1
"4,5","il serait compliqué de dire que jai tout compris enfin bon jai pu au moins constater que ce film était très bien construit",2
"5,0","surement le film de lannée scénario excellent il permet à chacun de se faire sa propre idée sur le film entier de très bons acteurs la musique bien en phase avec le film merci zimmer  du très grand film tout simplement",3
"4,5","un scénario intelligent une histoire poignante des effets spéciaux a couper le souffle et un suspense intenable font de inception un film incontournable et maître dans son genre",4
"4,0","voila un film qui remue les méninges sans effets excessifs de lhémoglobine ou du nu à outrance  cela fait du bien dêtre tenu jusquau bout même si lissue me parait trop consensuelle blockbuster oblige   aller y sans hésitation et ce week end trouver vous existenz de cronenberg pour y retrouver des choses pas si inovante que cela p",5
"5,0","ce film est tout simplement énorme  javais plus vu ça depuis longtemps  les acteurs leornado di capricio ou ellen page sont très bon et le film mélange action science fiction retournemen de situation et bien dautres choses  plus quun film un must ",6
"5,0","un film exceptionnel du début à la fin  on découvre là un univers novateur même si on peut y trouver des similitudes avec celui de matrix  nolan nous plonge plus que jamais dans son univers complexe et simple à la fois  tous ça avec en prime un casting impressionnant avec léonardo dicaprio qui nous prouve une fois de plus quil est capable de tous jouer ellen page toujours aussi brillante marion cotillard qui ma vraiment impressionné dans son interprétation de la femme tourmentée et le reste de léquipe avec joseph gordon levitt tom hardy et cillian murphy qui sont aussi très bon  bref je conseille ce film à tout le monde",7
"5,0","enfin un film daction à forte intelligence scénaristique  une vrai bouffée de  renouveau dans le monde du cinéma  de plus formidablement bien interprété par des acteurs que lon sent fascinés par le scénario et formidablement bien maitrisés par le réalisateur  a voir absolument",8
"4,5","si inception nous promettait plus de deux heures dun block buster américain habituel on est surpris de trouver là un des rares chef d’œuvre venant hollywood actuellement  un scénario très bien travaillé un thème unique des acteurs fabuleux et des effets spéciaux adaptés le parfait coktail pour deux heures et demie de plaisirs  même si léonardo dicaprio avait déjà fait ses preuves auparavant il reste impressionnant dans le rôle de domininc cobb sans parler de mario cotillard qui avec un parcourt moins impressionnant joue a merveille son personnage  un film à voir sans hésitation ",9
"4,5","scotché du début à la fin excellent scénario qui tient vraiment en haleine  di caprio est vraiment impeccable comme toujours  très bonne réalisation bref du grand cinéma  a voir même pour ceux qui ne sont pas des inconditionnels de science fiction ",10
"4,0","un voyage dans un univers vraiment intéressant  le film pars dune bonne idée et on sintéresse au film tant que lon reste assez attentif tout du long pour ne pas manquer un petit détail si cest le cas lentièreté du film sen ressent on ne comprend plus rien dommage à faire trop compliqué on part dans des futileries  mais inception cest aussi ça et cest aussi cela qui donne son charme à ce film  bien sur le casting est formidable inutile den parler  seulement on veut faire de ce film un blockbuster tout public et cest dommage car on perd de la valeur  en bref un film vraiment sympathique à voir mais vraiment pas de quoi en faire le phénomène de société qui a eu lieu ",11
"5,0","impressionant à voir et revoir",12
"5,0","waouh après lexcellent the dark knight cristopher nolan nous sert enfin le plat chaud en effet à coté dinception son batman fait figure dapéro inception nous plonge complétement dans un univers où le mélange du réel et de lirréel est terrifiant et prend une place plus quun importante dans la vie de chacun pour arriver à ce résultat nolan a créer un nouveau concept du rêve étrange et bourré de virtuosité   mis à part lidée principale du film celle qui la fait naître inception brille aussi par la complexité de ses personnages à limage du veuf plein de remords qui ne sait plus comment dissocier lirréelle du réel depuis la perte de sa femme qui dans son subconscient est plus démoniaque quaimable pour retrouver une vie simple auprès de ses enfants notre héros acceptera une ultime inception  tout ça porté par un magnifique casting avec léonardo dicaprio toujours brillant marion cottillard complétement terrifiante ellen page qui est assurément la meilleur actrice de sa génération et aussi à un degrés moindre cillian murphy et joseph gordon  lewitt   inception à coup sur deviendra un classique à se demander si ce nétait pas quun beau rêve ",13
"5,0","lun des plus beaux chefs doeuvres de ces dernières années  le brillant christopher nolan nous plonge dans un univers digne des plus grands films de science fiction  des effets spéciaux spectaculaires un scénario rivalisant avec les plus grands du cinéma des acteurs fabuleux    lun des films à voir dans sa vie ",14
"4,5","tout simplement génial   ",0
"5,0","un film vraiment magnifique  on a besoin des 2h30 pour bien comprendre lhistoire  vraiment sublime avec un leonardo dicaprio toujours aussi craquant ",1
"5,0","époustouflant on en ressort la tête à lenversâ€¦",2
"2,5","si vous aimez les films qui non ni queue ni tête aller y  si vous attendez une fin a ce film c pas la peine  ",3
"3,5","sujet très ambitieux et casse gueule traité avec intelligence  lintrigue est dense il faut suivre mais cela en vaut la peine ",4
"5,0","apres the dark knight chritopher nolan prouve quil est bien le seul a holliwood a montrer que action rime avec imagination pourant avec un senario aussi complexe il été difficile daccroché mais contre tout atteinte le cinesate arrive a nous desser vire lame de son recit sans que les effets speciaux ne soit trop envahissant car si inception estune veritable bombe cynempathographique cest que son scenario sempare sans cesse dune emtion intense et puissante  mais au dela de lexceptinnel chariseme des acteur christopher nollan arrive a nous faire rever en nou plongeant dans sontt univer dont lesprit est encore plus fort que le monde quil a créer on est apé du debuta la fin par cette aventure passionante riche en subtilée et engeniositée pleine de trouvaille intelligente et de leçon sur le veritable sens de la vie une reussite totale",5
"5,0","excellent film de christopher nolan  excellente interprétation  effets spéciaux hallucinants et scénario dune précision diabolique  nolan à mis dix ans à écrire le scénario et ça se remarque car malgré la complexité du lhistoire pas dincohérence à signaler  il faut par contre aimer les scénarios tordus qui se jouent du temps dans 3 dimensions différentes à la matrix ou retour vers le futur  ça peu prendre la tête à certains  moi jadore ",6
"4,5","cest un film qui tient en haleine jusquau bout avec ces emboîtements dhistoires qui sont dans le film des niveaux de rêve  cest très bien fait lorsque lon rêve il peut se produire nimporte quoi et limagination na pas de limites  ici une jeune architecte produit la structure des rêves qui vont permettent à une bande de gentils voyoux dintroduire une idée dnas la tête dun méchant grand patron pour le profit dun autre méchant grand patron  la morale est assez médiocre mais lhistoire en vaut la peine puisquil est possible dincepter une idée à la base du surmoi  a chaque niveau le temps diminue déchelle  lhistoire saccélère donc à mesure que les personnages senfoncent à lintérieur des rêves plus ou moins contrôlés  des effets spéciaux assez délirants un film pour architecte ",7
"5,0","on ressort de la salle de cinéma lesprit troublé bousculé  dans la lignée de shutter island avec un abord tout aussi psychologique léonardo dicaprio montre une nouvelle fois avec quel brio il maîtrise les rôles complexes un personnage torturés  lensemble du casting est impeccable  à noter la très bonne interprétation dellen page en second rôle  inception nous captive très les premières images et nous tiens en haleine jusquau tout dernier plan avec sa fin ouverte ces fichues fins ouvertes à nous en arracher les cheveux   du christopher nolan comme on aime lun de ses meilleurs avec memento pour moi  son meilleur  a savourer  ",8
"5,0","une véritable confusion que celle dans laquelle nous entraîne christopher nolan  inception est un véritable ravissement pour tous les rêveurs  comment accéder aux informations les plus secrètes de linconscient lorsque vous dormez vous nêtes même plus en sureté  mais cela va t il vraiment sans risque pour lextracteur il faut réellement rester en alerte du début jusquà la fin du film sous peine de ne rien comprendre  mais quand cest le cas    on en ressort ébahi constatant la merveille que nous offre le réalisateur sur un sujet plutôt risqué  ou se trouve le rêve et la réalité a vous den juger",9
"5,0","le chef doeuvre ultime de christopher nolan il ny a pas assez de mots pour qualifier le niveau de réussite de ce film à tout les niveaux  réalisation scénario effets spéciaux et un casting extraordinaire   dicaprio enchaine les grand films avec lage le visage de jeune premier sest épaissi et lui donne accès une multitude de rôle  un grand acteur qui marquera à jamais le cinéma   ce film aussi me redonne espoir dans le cinéma hollywoodien dauteur avec de bonne idées une imagination qui na pas de limite et qui rencontre aussi bien les critiques que le public quil ne prend jamais pour un idiot comme le cinéma des années 70   un grand merci à nolan pour ce pur moment de grand cinéma et qui comptera parmi les films de cette décennie ",10
"5,0","ouh  hyper original  quelque peu compliqué mais super bien ficelé et très bien joué  on rentre vite dans lhistoire et on découvre au fur et à mesure le monde de linception et lhistoire du personnage principal qui nous captivent jusquau bout  une fin qui nous laisse perplexe mais qui naurait pas pu être mieux ",11
"4,0","très bon scénario sur 5 niveaux réalité rêves en 3 strates et limbes  tout se recoupe intelligemment lhistoire sinspire décrits des ténors de la science fiction et de la psychologie en utilisant des idées préconçues mais intelligibles pour tous ce qui permet de ne pas perdre le spectateur  seuls petits bémols la psychologie des personnages secondaires nest pas traitée on a de la sympathie pour eux par rapport à leurs réactions mais il aurait été intéressant den savoir un peu plus sur eux même en rajoutant dix bonnes minutes au métrage  le second bémol sur les personnages qui deviennent tout à coup des super héros dans les rêves sans une seule petite explication sur ce fait étrange mais bon dans lensemble du gros blockbuster intelligent rare et délectable  nolan na plus rien à prouver ",12
"4,5","je ne peux pas cacher mon plaisir après avoir assisté à la projection dinception  cest un film qui traite dun domaine encore assez mal abordé dans le cinéma et cest le premier point positif  ensuite nolan est un excellent réalisateur il aborde avec brio ce sujet complexe et la mise en scène est très bien maitrisée  dicaprio est magistral dans ce genre de rôle et il confirme quil est bien le meilleur acteur du moment  marion cotillard est peut être sous employé et cest pour moi une des faiblesses du film ne pas utiliser cette actrice de talent au maximum de ses capacités  second bémol au sujet de lutilisation du procédé de projection dans les rêves qui demeure selon moi  assez confus et imprécis  lensemble est brillant et intelligent une bo angoissante à souhait un film qui fait penser pendant  et après  une indéniable réussite ",13
"3,5","film prenant    que dire    faut comprendre lhistoire lidée est pas mal mais faut réfléchir pour comprendre mis a part ça de superbe effets  ",14
"5,0","magistral  assurément le film de lannée 2010 et peut être lun des meilleurs films de cette dernière décennie  un scénario si complexe et en même temps bien compréhensible    une bande originale détonnante et leonardo dicaprio qui joue superbement bien  un chef doeuvre ",0
"5,0","un des meilleurs films de christophe nolan  le duo léonardo dicaprio et marion cotillard fonctionne à merveille  inception est un film complexe qui demande une concentration tout le long du film  un film qui sera certainement en concurrence avec les plus grands dans peu de temps    seul point négatif que jai trouvé    le doublage français de dicaprio est différent par rapport à ses précédents films ",1
"4,5","un film danthologie  des acteurs formidables un scénario costaud une musique énorme et une réalisation   parfaite  merci mr nolan pour ce pur plaisir de cinéma ",2
"4,0","film que lon pourrait voir deux fois pour encore plus lapprécier  très bons effets spéciaux film très original  a voir au ciné ça vaut franchement le coup ",3
"5,0","le film est tout simplement excellent et laisse sans mot",4
"0,5","une ratatouille de toutes les petites philosophies dorient et dailleurs pas tres bien assimilées en bref cest decevant beaucoup de bruit pour pas grand chose ",5
"5,0","trés bon casting chaque acteurs rempli correctement son rôle trés bon scénario malgré une histoire qui peut etre complexe le scénariste a su trés bien en jouer effets speciaux et musique génial il dur 2h20 mais on ne voit pas le temps passer aprés pour répondre à enterf si tu tes endormi 30 min forcement tu na pas pu suivre et donc pas aimé et puis si la musique été trop forte la prochaine dort dans ta chambre sa sera mieux",6
"5,0","nolan ha nolan  une fois de plus il nous offre un chef doeuvre  un scénario captivant mené dune main de maître lié à une réalisation époustouflante le tout saupoudré dacteurs remarquables mention spéciale à joseph gordon levitt  en ces temps où le cinéma semble de plus en plus être une machine à faire du fric prenant les spectateurs pour des moutons décérébrés il fait bon de voir des films comme celui ci  film intelligent captivant beau un film ou on ressort avec quelque chose un film qui alimentera sans aucun doutes de bonnes conversations et qui laissera une marque dans vos esprits  nolan serait il entrain de populariser le grand cinéma intelligent qui pousse vers le haut ",7
"4,5","un très grand moment de cinéma à voir et à revoir",8
"5,0","tout simplement génial  une bande son superbe des acteurs excellents une intrigue parfaite qui fait réfléchir des décors superbes un vrai spectacle ",9
"4,5","du très grand nolan  des effets spéciaux présnts mais discrets une b o  de hans zimmer parfaite un scénario excellent   du très grand spectacle ",10
"0,5","en un mot  lol   bavard crétin et prétentieux   une succession interminable de scènes grotesques et cette manie yankee de ne pas pouvoir faire jouer un acteur sans quil nait une arme à la main   nolan fait ce quil peut mais est obligé de faire avec un scénario débile lourd et totalement incohérent   ",11
"5,0","vraiment magnifique  mai le scenar et vraiment tordu pire que matrix quant on le voie pour la première foi",12
"5,0","ce film est passé dans mon top 3 des meilleurs de tous les temps jai été completement bluffé 3h de film et on en redemande même cotillard qui na pas emballé les critiques ma convaincu trop flippante le scénario est incroyable et je ne peux que saluer nolan seul petit bémol le même que pour the dark knight les scènes dintroduction comme japelle ça sont trop vite expédiée pour entrer un peu trop vite dans le vif du sujet ",13
"5,0","critique 50  toujours un excellent nolan  acteurs bons musique bonne une histoire qui se tient rien à redire   la fin est ouverte la toupie va t elle tomber  va t elle continuer à tourner    vraiment parfait    hate de voir interstellar au ciné  ca va envoyer du lourd    nolan est vraiment mon réalisateur actuel préféré ",14
"5,0","les mauvaises notes ont des critiques un peu dures je pense que ce film a quques faiblesses mais pas au point de décevoir ceux qui nont pas compris tant pis cest pas si compliqué  a noter ellen page toujours excellente ça va faire une bonne actrice je pense      je ne suis pas fan de dicaprio mais là il est bon  lavantage cest quon peut le revoir car ya du boulot côté compréhension     ",0
"4,0","comme toujours léonardo di caprio est exceptionnel dans un film où il ne faut pas louper la moindre minute pour éviter de se perdre   superbe scénario   rien à redire",1
"2,0","si le film est visuellement impressionnant  le scénario manque de structure narrative les dialogues ne sont que des explications incessante et le casting se suffit à lui meme un film nombrilliste",2
"5,0","un pur chef dœuvre un scénario dune originalité et dune complexité rare  lorsque je lai vu pour la première fois je métais pris une claque tellement je navais rien compris  bien sûr il faut lavoir vu plusieurs fois pour comprendre toute lampleur la dimension toutes les facettes de ce film magnifique aux effets spéciaux très réussi  quelques notions sur le travail de freud les rêves linconscient et le conscient pourront aider a comprendre un peu mieux lhistoire  linception  des rêves emboîtés dans dautres rêves afin dendormir létat conscient de la cible  affaiblit pendant le sommeil et de permettre au rêveur de pénétrer dans son inconscient pour y voler extraction ou inséminer inception une idée  lidée ainsi enfouie dans linconscient de la cible est indétectable  la cible croit donc que lidée vient delle même  il fallait y penser nolan la fait  ça cest du vrai cinéma",3
"0,5","comment dire    le casting est parfait le principe de se balader dans les rêves est plutôt sympas de très bon effets spéciaux à première vue ce film semble parfait en réalité il en est loin  le début est assez long on arrive pas vraiment à entrer dans lhistoire qui en réalité très simpliste  on sattant à un film compliqué avec du suspence mais pas du tout  le principe est assez mal exploité beaucoup trop de personnages secondaires qui ne serve à rien le film est centré sur le personnage de cobb le fantôme de sa femme qui le hante sert à faire durer le film 2h00 mais cest tout  certaines scènes sont agréables comme la bagar dans le couloir mais elles restent minoritaire  la bande son nest pas géniale elle veut donner le suspence et laction qui manque au film  le sénario se veut compliqué et ouvert alors quil est simple et inintéressant le réalisateur ne se donne pas la peine de conclur le film ce qui ne donne pas envie de chercher la vrai fin implicite  ce film est une grande déception ",4
"5,0","après lexcellent the dark knight christopher nolan nous revient avec inception un thriller science fiction fascinant  le film est tellement riche que 2h30 passe vite  nolan a réussit a me faire rêver certes lhistoire du film est extrêmement complexe faut regarder plusieurs fois avant de comprendre certains détails du film  le scénario est très original et les scènes dactions sont imprèssionant  un bravo pour la performance des acteurs inception est un chef doeuvre ",5
"3,5","jai du mal avec les films ni plausibles ni vraiment symboliques  une belle performance on ne sennuie pas mais au final on retient limpression dun film qui veut se donner des airs intelligents avec pas beaucoup de raisons ",6
"5,0","ouah  la claque  certainement lun des 3 meilleurs films de lannée  et cette fin    di caprio très bon et notre marion excellente  tous les autres acteurs vraiment bons aussi   a quand le prochain nolan   aller je vais le regarder une autre fois pour chercher les petits détails quon ne voit pas à la première projection    ",7
"3,0","entre le rêve et la réalité nous nous trouvons dans deux mondes  un peu de mal de rentrer dans ce rêve au début mais très rapidement pris par les scènes daction les effets spéciaux je me suis laissé emporté et jai rêvé pendant 2h30  du bon cinéma qui nous fait passer un bon moment ",8
"5,0","inception           tous simplement un film dexeption ",9
"5,0","absolument génial ce film est époustouflant et montre bien je trouve le potentiel de nos rêve tout à fait impressionnant  les diverses interprétations dallociné sur le film sont aussi dailleurs plutôt intéressantes p ce film amène en effet pas mal de questions  je trouve le scénario franchement original la réalisation vraiment super et même les acteurs je les trouve bon  film à voir et à revoir",10
"0,5","1 étoile pour le talent des concepteurs 3d pour michaëll caine qui  en 2 passages arrive à faire passer lémotion qui manque à tout le film et pour les 2 acteurs tom hardy et dileep rao qui arrivent à distiller un peu dhumour et de charme dans ce film lourd prétentieux et navrant  quel ennui dans ce long méandre cotonneux alambiqué et qui se veut aussi tonique et original que les oceans  mais si dans oceanss 1 2ou 3  on ne comprend rien à lintrigue cest alerte bourré dhumour et les acteurs ont du charme  on se régale de tout  dans inception on sennuit cotillard est ridiculement trop grande ou ellen page trop petite le nez de caprio est décidément trop court les scènes sont lourdes et presques laides   justes 2 scènes esthétiques mais si courtes  à luniversité à paris avec michaël caine et dans le bistot en amérique du sud avec tom hardy  bref  grotesquevaniteux et barban ",11
"5,0","inception rime avec perfection    nolan signe la une oeuvre sur larchitecture de lesprit incroyable  bravo ",12
"5,0","mr nolan nous avait deja habitué a des chefs doeuvre mais là      honnetement meme les superlatifs manquent  cest le meilleur film que jai pu voir      que lon aime ou uqe lon naime pas la question nest pas là car cest une experience a vivre     ",13
"0,5","je ne comprends pas toutes les critiques ultra positives le scénario est brouillon et parfois très creux  marion cotillard joue particulièrement mal  le film est soporiphique vraiment ",14
"5,0","original et belle claque deffets spéciaux un très bon film de sf très bien réalisé ",0
"4,5","le film et un peu compliqué mais les acteur sont tres bien choisi  bravo cest excellent",1
"0,5","très déçu par ce film    sans queue ni tête  un rêve dans un rêve qui est dans un autre rêve avec plein dincohérence  bref un bon film si on est venu le voir en laissant son cerveau à la maison ",2
"0,5","un très bon blockbuster celui qui manquait à cette année 2010  un film entre le rêve et le réel où lon pourrait facilement se perdre mais bien heuresement le scénario est assez bien ficelé pour nous permettre daccrocher et de ne pas en louper une partie  dans la lignée de matrix ce nouveau bijou signé nolan arrive à nous plonger dans cet univers très particulier où les scènes type james bond sont assez plaisantes  et pour accompagner le tout une scène finale qui en fera réfléchir plus dun ",3
"5,0","trop fort ",4
"0,5","que dire une torture de plus de deux heures où je nai même pas pu mendormir complètement par peur de ronfler en tout cas pour ma part inception à rimer avec soporification ",5
"0,5","",6
"5,0","si je pouvais mettre la note 100 5 je le ferais   en sortant du cinéma la première chose qui est sortie de ma bouche est cest le film le plus incroyable que jai jamais vu  chef doeuvre de christopher nolan   il faut saccrocher au début pour entrer dans ce film extraordinaire avec un casting génial et des scènes dactions époustouflantes   jai même acheté le dvd alors que je le fais jamais cest pour vous dire à quel point jai accroché à ce film  ",7
"5,0","attention chef d oeuvrequand des réalisateur ose ce donne les moyens et ont surtout lidée     ca ne peut quêtre monumental et inception lest  la musique le jeu dacteur le rythme limage    tout est bon rien nest à jeter  des personnages complexe plusieur niveau de compréhension   woaaahh attention chef d oeuvre",8
"5,0","quel film maîtrisé c nolan est un un grand cinéaste et un grand scénariste capable de nous de ce dédale formidable",9
"3,0","en ce qui me concerne jai trouvé inception agréable sans être révolutionnaire  si lidée de base des voyages dans les rêves est sympa jai trouvé son développement un peu court en fait le concept nest quun prétexte à la bagarre dans des décors toujours différents  même si le jeu des acteurs est bon je nai jamais réussi à mémouvoir dans les scènes dont cest normallement le but  quand au final énigmatique il ne relève pas le niveau dun film qui est avant tout réservé aux fans daction ",10
"5,0","exceptionnelle  un film sur le rêve est une idée originale ajoutez à ça un excellent scenario  très compliqué  des effets spéciaux époustouflants et dexcellents acteurs et vous obtenez sans doute le film daction le plus original de lannée  et peut être le meilleur  ",11
"4,0","très bon film de science fiction jen avais entendu parlé de ce film et il ne ma pas déçu du tout  le scénario est très intéressent et très réaliste  le suspense est présent pendant tout le film et les effets spéciaux sont très bien faits ",12
"4,5","genial  tant les effets speciaux et le jeux dacteurs et avec un scenario tres subtile  lun des meilleurs films de 2010",13
