Label,Text
2,"This is terrible. Do not watch! This made-for-TV 'extravaganza' is clearly intended to cash in on the success of Raiders of the Lost Ark and the other Indiana Jones films; however it is but a very pale shadow.   The characters are less than two-dimensional. Van Dien's character clearly tries to be Indiana Jones and fails so badly it's not even funny. He even dresses like Indiana Jones. However he has none of the charm and intelligence needed to be a believable character.   I don't expect, or want, fantasy to be realistic; but the characters have to act logically within the fantasy world the writer and director creates. They do not here.  I would rather watch paint dry than this drivel."
2,"This one of the most boring movies i have ever seen!. Nothing happens, until the final 15 to 20 minutes!, it's basically just people wandering around, screaming and arguing, there is hardly any action, just lots of boring dialog, with unlikable characters, and a pretty uninteresting main villain.I got this on a 8 horror movie 2 disc set. I don't really have anything more to say, about this, god awful film. The Direction is terrible!. George Gage, does a terrible job here, with a boring location, terrible camera work and most importantly the pace is extremely boring!. There is a tiny bit of blood, a few bloody gunshot wounds, bloody stabbing, gory bird attack. The Acting is not good at all. Sonny Landham, is bad here, he is uninteresting, and seemed bored, i like the guy, but his performance here was terrible. Steve Kanaly, is okay but nothing great as the main hero,and was the best of the lot. Karen Carlson, is annoying, here, and very unlikable.Same goes Macon McCalman Overall Avoid like the plague! BOMB out of 5"
2,"Going by the previous comment here I thought this movie would be comical exploration into the kung-fu world. What a mistake that was! The only laughs I got were at the expense of the acting and the script (if there even was a script, often it felt as though the entire movie was being ad-libbed by a first-year college movie class). Although there are numerous references to classic kung-fu movies, they don't come across as a tongue-in-cheek homage, but rather a pathetic attempt to legitimise the meaningless content. There are plenty of low brow jokes which only serve reinforce the weak script and poorly written characters, with nothing original or witty as a saving grace. A waste of time & money."
2,"A cute show. Nothing made me roll on the floor, but still cute. Carole Lombard was soooo beautiful. And she was secure enough in it to take a comedic role where she would make faces, and have her hair wet, and other things that many beautiful actresses would not. I recommend."
1,"I enjoyed Still Crazy more than any film I have seen in years. A successful band from the 70's decide to give it another try. They start by playing some gigs in some seedy European venues, with hilarious results. The music is fantastic, the script and acting are terrific. The characters are spot on, especially the lead singer with the high heavy metal voice, makeup and personality problems. The concert at the end was unreal. Go and see it, preferably in a cinema with a good sound system :)"
2,"Because of the warning of gratuitous violence with the provision that ""no one under 17 will be admitted"", I found myself stumbling into this movie on the Classic Television Showbiz site. It concerns a struggling painter (director Abel Ferrara) who lives with two women-one his lover who left her husband and another a druggie who's the other woman's lover and hangs with a punk band that just moved in another apartment room-as he tries to fight his demons by drilling holes into many homeless men that live below. There's some details I've left out but while there's some interesting developments later in the narrative, especially at the end, it's mostly pretty repetitious concerning the killings though there's also a sexy shower scene with the female roommates and some pretty entertaining guitar licks during the punk band scenes as well as one amusing scene at a bus stop with one derelict constantly bothering other patrons. Knowing this director later made the cult movie Ms. 45, which I have yet to watch, I approached this movie with some interest but I'd only recommend The Driller Killer if you're interested in anything Mr. Ferrara made and not if you want to watch a slasher flick (though those drill scenes can be fascinating to watch)."
0,"I'm trying to picture the pitch for Dark Angel. ""I'm thinking Matrix, I'm thinking Bladerunner, I'm thinking that chick that plays Faith in Angel, wearing shiny black leather - or some chick just like her, leave that one with us. Only - get this! - we'll do it without any plot, dialogue, character, decent action or budget, just some loud bangs and a hot chick in shiny black leather straddling a big throbbing bike. Fanboys dig loud bangs and hot chicks in shiny black leather straddling big throbbing bikes, right?""  Flashy, shallow, dreary, formulaic, passionless, tedious, dull, dumb, humourless, desultory, barely competent. Live action anime without any action, or indeed any life. SF just the way Joe Fanboy likes it, in fact. :("
1,"Quite simply the funniest and shiniest film-comedy of all time... it's certainly on my personal top-ten list. This one also gets a solid ten on the voting scale. Millionaire heir, Arthur Bach (Moore), is a middle-aged 'child' who refuses to take the mature path in life and avoids all requisite responsibilities. He also refuses to leave the bottle. One day he and his personal butler, Hobson (Gielgud), go shopping at Bergdorf Goodman's and run into petty larcenist, Linda (Minnelli). Arthur and Linda's chemistry adds electricity to the rest of the film. There are hilarious set pieces aplenty. In one such scene, Arthur (drunk throughout most of the story) knocks on the wrong apartment door and receives ear shattering threats from a human 'siren' (""My husband has a gun!!!!). Performances by everyone involved should be duly noted: Geraldine Fitzgerald plays Arthur's loving-yet-ruthless grandmother, Sir John Gielgud almost steals the entire show with his acidic droll-isms (He took home the Oscar for this one), and Christopher Cross provides the Main Theme song (Oscar winner ""Best That You Can Do""). It's a shame the late Dudley Moore passed away last month (March 2002)."
0,"I ended up watching The Tenants with my close friends who rented the movie solely based on Snoop Dogg's appearance (a passionate fetish of theirs) on the cover. Understandably, I did not expect much. I thought the movie would include the typical array of Snoop Dogg related behavior and imagery often seen in cliché rap videos. However, my generalization was for the most part wrong. Unfortunately, this didn't make the movie any better.  Most would describe the movie as a dark serious drama, whereas I would describe it as a dark seriously drawn out boring drama flick. The film tells a story of two struggling writers (Dylan McDermott and Snoop Dogg) who are trying to create their own separate masterpieces. Their polar opposite lifestyles end up forming an unlikely but highly complex and neurotic friendship. This friendship moves throughout the entire movie like a wild roller-coaster - most of which is contributed by Snoop's character - reminiscent of someone with a severe case of split personality disorder. And although the movie is a drama, the acting - which has a morbid and serious tone - from Snoop and company was more comical than anything else.  I wouldn't recommend this movie for those who are attention impaired because this one has a lot of dialogue and a lot more dialogue after that. There are some mediocre conflicts, but even they are mostly bogged down with more dialogue. The end, however, jumped at me with a sudden surprise. It was a little bit twisted, somewhat unexpected and a perfect way to wrap up a movie that needed to end. While watching the ending credits I couldn't help but picture the director thinking, ""Oh God, how the hell do I end this snoozer."" By the way, the director laid out carefully planted hints and subtleties leading to the climax - all of which are more visible than Waldo in a crowded street of midgets wearing nothing but black sweaters."
2,"This film is really not for most movie goers. The pacing is extremely slow and the acting is robotic and two dimensional. It is the kind of film that you would expect to see playing in an art gallery where it would be appropriate to only watch ten minutes, and where you wouldn't have to sit for two hours waiting for a gripping storyline that's not going to materialize.   Fans of the genre can probably appreciate it as a parody (or may appreciate it for more complicated reasons) but it's unlikely to be worth your time if you're coming at it without the right background. Which would be most of us.  What I did appreciate about the film was the scene and decor, the primary colours, the furniture. It's perfectly staged to mimic some aspect of the 1970s, or 60s, although which aspect I'm not exactly sure, I'm tripping out of my area of knowledge here. But it's beautifully staged and it works as a series of individual scenes just as a full length film it is much too long."
2,"This movie truly seemed as if it were written by a pair of stoned fourteen year olds that just discovered softcore porn and boobs. To say that the humor was sophomoric is an understatement. There is no sign of intelligent life here; not that one would expect any. Yet slapstick humor serves a purpose and this title just falls short in every category. Nothing but crude and unfunny dirty jokes, sexually repressed writing and bad characters. The lead in this movie may just be the most unlikable character in recent comedy history. Somehow stalker tendencies turn into sweet nothings whispered into the ears of fourteen year old perverts in the middle of the most disturbing nocturnal emissions. Disgusting film with a ridiculous plot, pitiful and childish writing followed by terrible performances from actors portraying annoying characters. If you have any semblance of a brain, you'll do some good and stay the hell away from this garbage."
1,"Soylent Green I found to be an excellent movie.  If you like Logan's Run you'll like this.  Yes the movie is old and there are no special effects and some of the acting can somewhat be best described as ""cheesy"" but the story is excellent.  The story of how the world can be and its impact on society is very poignant.  At the end the mystery wasn't a mystery but the story unfolded in an easy at the right pace.  It's nearest modern day equivalent would be ""Dark Angel"" in terms of how the US is shown to be third-world country."
2,"I watched this movie because I was expecting to get an inside look into the real Charles Manson. I wanted to see if I could figure out why he did the things that he did and why in the world anyone would follow him.  This documentary begins with a very creepy voiced narrator telling you that basically this is Charlie's turn to explain things. All the songs in the film are very satanic. The whole thing has a very dark feel about it.  Charlie spends a lot of time preaching or teaching as he would call it. He compares himself with Richard Nixon and discusses how ""everyone has Lucifer inside of them"". The man really seems a mix of possessed and crazy to me. I did not really gain any understanding of why he did things that he did. I just got further proof that this person is exceptionally disturbed, not gifted as he thinks and as the film tries to persuade you.  The film takes you to the famous Spaun ranch and shows pictures of then and now. Charlie tells stories of the ranch and explains how his ""world"" is still there. He goes on and on about how he does not live in our world, he is above and beyond us. Our world and the United States is the devil, an evil machine.  I have watched a lot of documentaries about killers and criminals, trying to figure out why someone would do the things that they do, how they must reason it in their mind. This is unlike anything I have ever seen. At times, it is very boring, at times unbelievable. I got a very creepy feeling while watching it and confess, I did not finish the whole film. I lost interest in listening to Charlie rant and rave, he is clearly insane.  All in all, you get a feeling of perhaps what his followers heard and saw from him. I bet that his story has not changed much. It didn't make sense then, and it does make sense now."
2,"Being a fan of ""JAG"" and its topical stories, I knew that this show couldn't be that bad, but due to my work schedule wasn't able to watch it when the first season debuted. I finally got around to catching this show in early 04 and have been watching it ever since. I thought that ""CSI"" and its many versions was great--but ""NCIS"" is The Best! The chemistry between all characters is sooo real. ""CSI"" doesn't have that feel to me. Wonder what the next season will hold now that Kate is gone. Are we to see a more obsessed Gibbs, like he was before they found out who Ari was?! I hope so! And I hope they finally track down and kill that bastard Ari"
2,"this film is just flat out exotic in every sense. the period details and characterizations are perfect and the controversial erotic material well integrated into plot and pacing of the film.  the basic plot involves Maria DeMedeiros' character's affair with famous author Henry Miller (Fred Ward) and her attraction to his wife June (a smoldering performance by Uma Thurman.)  all of the actors and actresses involved do splendid work but it is the beautiful Uma Thurman who steals this film. she's only in the film about 25 minutes but those scenes radiate an eroticism that has been unmatched by any film since. she is simply gorgeous in this role and any person doubting her acting ability due to her poor script choices recently should check out her performance in this film.  the much talked-about erotic elements and explicit sex scenes that caused the MPAA to create the now useless NC-17 rating, are actually well integrated into the film and actually work to create better understandings of the 3 principle characters through their sexual behaviors and practices. the film isn't all sex like some people think, but when the erotic elements rear their head, the intensity and focus of these scenes throw people off kilter.  overall this is a fantastic film that drags just a little bit near the beginning and end, but is perfectly acted and stunningly filmed.  a great date film or for people who love truly great cinema.  rating:9.5"
2,"With out ruining all the films twists and turns (I recommend reading as few reviews as possible before seeing the film), this is a great little thriller. Very stylish cinematography and good characters. The twists (there are only a few, so don't let them be ruined by careless reviewers!) were unpredictable, mostly.  Great film, only complaint would be the very horror-slasher ending which left me a little disappointed given such an intelligent premise. And no I don't think that will ruin anything for the first time viewer..."
2,"***This review includes spoilers***  This dark, brilliant film has been much-talked about since its release in 1988, and for good reason: only a few films have such immutable power, leaving you with mental images that stay with you for months or even years. This film's austere ending is a commentary on the prevalence of heartless evil in our society. Reduced to its simplest expression, there is no joy in nature. Make no mistake, this is an ugly film that you will only want to see once. I cannot imagine anyone finding the same degree of stark satisfaction from the sanitized 1993 American version, complete with a happy ending tacked on to appease nervous producers. Please don't see the 1993 version.  Rex and Saskia are two young lovers on holiday, alternately loving and fighting as close couples are wont to do. Their flaws are revealed, making them more endearing: during the drive he becomes macho and demanding, while she rebels and becomes petty and shrill. After the fight, they are closer than ever. One cares about these characters, can imagine their lives together for years to come, possibly even getting married. She's earthy and fun-loving, while he is quietly appreciative of her company. Oddly, she presages the forthcoming events by recounting a strange dream about a golden egg. These two seem a perfect match. The sun sets on their short romance when they stop at a rest area and she disappears. He hangs around the rest area for hours, long into the night looking for her and trying to reconstruct her footsteps through the rest area. The sense of desperation and mystery lingers, and it shows in his pained expression. Anyone who has ever lost a loved one can identify with his quiet, desperate longing.  Several years later, Rex is still obsessed with Saskia's disappearance. His romantic partner, realizing that she can never take Saskia's place, walks out on him. Rex appears on talk shows, canvasses neighborhoods with flyers, and revisits their favorite places in an attempt to understand just why Saskia disappeared. This part is important: Rex wants to understand the nature of evil, and in order to successfully get through this film without lying awake all night with the ending forever running in your head, it's important to acknowledge this aspect of his character.  The film cuts to Raymond, the man who kidnaped Saskia: you might have imagined a raving maniac, but instead you see a gentle, kindly older teacher with a wife and son, living in a well-appointed flat and driving a Citroen; he might just as well be Pere Noel on summer holiday. This film is constructed like a crime scene investigation. First we experience the disappearance firsthand, and then we go into the mind and life of Raymond, showing how he coldly planned and carried out the kidnapping with as much emotion as changing the oil in his car. It is this two-part process which slowly builds the powerful suspense in this film. We see how methodical he is in his approach to the planned kidnaping, and, impossibly, we even laugh at him: looking for a victim, he inadvertently makes a pass at a young woman he knows, and she calls him on it, saying that he should be ashamed of himself. It is this twist of fate that drives him to kidnap a young woman from the rest area, where no one is likely to know him. So the fates have brought him Saskia.  Aware of Rex's obsession, Raymond offers to meet him in a public place and show him what happened to Saskia. Suffice it to say that the mystery of Saskia's disappearance is frighteningly revealed at last; listen closely and you can almost hear God laughing in the soundtrack. Because of the strong ending, I would recommend seeing this film with at least one other person.  There is nothing beautiful about this film; it is cold, ugly, and unfair. At the very least, maybe it will help you to understand the unreasonable nature of evil."
2,"I loved the story told in the TV series and felt each of the characters was interesting and believable. Sam Loggin was a super Lucy! I thought Gus was suitably sleazy, and Daniel was a decent guy with his true qualities not evident at first. The 3 girls at Lucy's flat were each definite characters with good story lines of their own and their interactions reminded me of some of my experiences with a roommate. The office life portrayed was realistic and very funny! Each character was a clear individual and well-portrayed by the actors. I saw the show before I read the book so for me this show IS Lucy Sullivan. I read the book afterward and noted a number of differences from the TV show but felt the show still stands as a brilliant entertainment in its own right. It remains one of my favourite TV series and I'd love to watch it again if someone airs it again or if it comes out on DVD."
2,"S.F.W. the concept was interesting the plot once watched was lame and boring a true waste of a casts time and a industry's money.  Once you see it you will soon forget it!!  Stephen Dorff & Reese Witherspoon just waste there time & talents in a really wasted script. With a better more talented screenwriter and a more talent director the movie could have been so much more mabey even some underground cult film. But what happens to a story about 5 people that are being held hostage in a convenience store for 36 days, & one of them demands from the hostage takers that all TV-stations should broadcast the entire situation live, turns into a boring little movie with nothing more than a loud soundtrack and really bad over the top acting in a really bad made for Tv movie of the week for the big screen.  Whats funny is that Reese Witherspoon is billed as a main character, she is on the cover of the DVD box but she is hardly in the movie, and when she is on screen she shows what talent she does have, but how much of it is wasted.  Stephen Dorff is a great actor, another of the under-rated talents in Hollywood today who seems to find really bad scripts that just really under-rate his talent and ""S.F.W."" is just another film that is a big mistake on his acting resume.  Rounding out the rest of cast that sseem to waste there talents is both Jake Busey and the very laughable not so talented Natasha Gregson Wagner.  One film I'm adding to my ""Worst Films of 1994"" list!!!  See it once, if you don't fall asleep, and once the credits roll you will soon forget it."
2,"I think this an excellent program, the power of this show is not the visuals (CSI looks 'smoother, cooler') but the characters really work great together. All very different people, but with a magical chemistry between them. I personally very much like the character of Abby, and the interaction between DiNozzo and Todd (I know she isn't in the series anymore. but we here in the Netherlands haven't got to that point yet). All in all it is one of my favorite shows, and it sure as hell beats CSI, if you ask me, but then again ""its a matter of taste"".  The fact that it focuses only on the 'naval criminal investigations' maybe limiting the possibilities of where the producers can go with the show, without going 'over the top'. Then again, if you were to let the show be about any sort of murders, on any place they might also be tempted to go over the top. Lots of things to think about, and enough things to there may be wrong or weird about this show, but the chemistry works. And it is that working chemistry that I think makes a good show."
1,"I'm normally a sucker for romantic films which are well-filmed and well-acted out. This is a romantic (period) film set in 17th-century Italy, but filmed in French with English subtitles. The fact that it is a period film means it will inevitably be slower-paced than films set in the modern day era, so it Will bore some. If you can overlook that fact, it is actually a really good film. The scenery, the costumes, and the cinematography are beautiful, and the main actors and actress are very compelling in their portrayals, projecting the intensity of the emotions that are running through the plot. The story is like a sad love story with an unhappy ending. Its easy to believe that this is an accurate portrayal of the real-life characters. In spite of the fact that I was really moved by the main characters and the storyline, I decided to check out the validity of the story and found out that the main theme of the movie's story - that of an sad unfinished love story - was completely fabricated.   In real life, Artemisia was raped by Tassi initially, rather than submitting to his advances willingly and passionately as the movie had portrayed. She continued to have sexual relations with him only because he had repeatedly promised to marry her. When they were in court, he had *not* admitted guilt of rape out of pity for Artemisia's torture (unlike what the movie portrays). In reality, he had tried to portray Artemisia as a loose, promiscuous woman with insatiable sexual urges. In the movie, his sister testified in court that Tassi had a wife and had sexual relations with his sister-in-law, and Tassi's character was all the while made to appear as if his sister had been slandering him regarding his alleged affair with his sister-in-law (although he admits to having had a wife back in Florence). Needless to say, in reality it wasn't really like that at all. In fact, far from it. Tassi was really responsible in the planned murder of his wife, whom he had begotten from rape. And to add to that, Tassi really had sexual relations with his sister-in-law, impregnating her in the process, but all this wasn't really mutual as well - again, he had raped his sister-in-law before.   So now we have a clear picture of the real Tassi as a multiple sex offender, what do we make of the film Artemisia's portrayal of him as a lover? We take it as an attempt to make this movie into a romantic film... that this film was never made to be historically accurate... Apart from these points just mentioned, there were other historical inaccuracies like in its interpretation of Artemisia's art (in real-life, she was never really influenced by Tassi's painting style, and she was actually considered a much better painter than Tassi ever was.) One thing remains true and its the fact that Artemisia Gentileschi has been credited as the first woman painter in history, and although her mastery of the art rivalled many of her male peers, she had always experienced difficulty in getting enough credit for her work because of her gender as a woman, in 17th century Italy.  Enjoy this film for its own sake, for it is a pretty good romantic drama, but take its historical references with a grain of salt."
1,"TRICK OR TREAT is a fine example of Hollywood jumping on the ""backwards messages in metal music"" bandwagon that Tipper Gore and her Washington Wives kick-started in the mid-'80s (other, less successful entries in this mini-genre include the awful BLACK ROSES and silly THE GATE). I was a sophomore in high school when TRICK OR TREAT came out and couldn't wait to see it. It seemed to disappear from video stores by the end of the '80s, but I finally picked up a budget-priced DVD copy a short while ago and it brought back many pleasant metal memories from back in the day. Any teenage metal nerd could relate to the trials of Eddie ""Ragman"" Weinbauer (Marc Price of ""Family Ties"")in this film as he is persecuted by the preppie ""beautiful"" people in his high school for his heavy metal fashions and musical taste. Eddie's favorite rock star is Sammi Curr (who looks a lot like Tommy Lee of Motley Crue), who is killed in a hotel fire early in the movie. Eddie is inconsolable till he receives a test pressing of Sammi's final, unreleased album from a radio DJ (Gene Simmons of Kiss in a brief cameo). Eddie soon discovers that this LP, when played backwards, allows him to communicate with the undead spirit of Sammi Curr himself! Soon Sammi is giving Eddie advice on how to get even with his preppie torturers but when the messages escalate in scariness (""Waste'em ALL... no false metal!"") Eddie tries to destroy the album, which results in Sammi coming back to life via Eddie's stereo speakers. Sammi rampages to the big dance at Eddie's high school and takes the stage to rock the crowd and disintegrate a few unlucky ""false metallers"" before Eddie arrives to save the day and the girl of his dreams. (SIGH) No, it's not terribly scary in 2006, it wasn't even scary in 1986, but TRICK OR TREAT is a movie that will bring a smile to the face of any 1980s metaller and has a kick-ass soundtrack courtesy of the cult band Fastway. Well worth seeking out if you've ever banged your head or have a taste for B-grade horror movies (or both, like me)."
2,"I have never been compelled to write a comment about a movie before this, and in fact, the very first comment I ever saw on IMDB for this movie (at the time, it was the only comment and is now the last comment) was pretty spot on (the one where the person saw it with Finnish subtitles). However, now that his comments have made it to the back of the queue, and since I just saw this movie AGAIN on TV (on the Action Channel) a few days ago, I thought I'd chime in. The comments about this movie having the feel of a bad porno are spot on.  I have not seen Gigli, and probably never will, but I can't imagine it is NEARLY as bad as this movie. Like the subject says, I have seen A LOT of movies, and none have been even CLOSE to this bad.  That said, this movie is like a trainwreck. It's so horribly bad, you can't turn away. I even encourage my friends to see it. It's horrific on every level, yet somehow compelling!"
2,"The ever underrated Polanski and one of his most underrated and overlooked films. Many have cited as possible reasons the director's difficulties with the US authorities but equally it must be said this is difficult territory. It would be convenient to consider the narrator and his wife to be a couple who simply took their sex games too far and then got their inevitable comeuppance. What we are forced to participate in here, however, is the very ebb and flow of love and lust between two people not afraid to let their passions take them to the edge and even over. The moral of this tale is not that men are evil bastards and women cruelly treated but that we all have those dominant and submissive elements within us that we can use for fun or for real. In the early stages Oscar revels in playing the humiliated one, later the tables turn and finally turn again. Everybody has been known to take a sexually orientated or humorously intended remark or game too far and can surely recognise the elements displayed here even if they are written rather larger than we are used to. A passionate, moving and insightful film."
0,"I have seen over 1000 movies and this one stands out as one of the worst movies that I have ever seen. It is a shame that they had to associate this garbage to The Angels 1963 song ""My Boyfriend's Back."" If you have to make a choice between watching this movie and painful dental work, I would suggest the dental work."
2,"PANDORA'S PARADOX is a great film that crawls under your skin without the help of dialogue. It uses the universal visual language of cinema to tell a tale of secret desires, control, manipulation, death and rebirth. Good and evil are not portrayed as opposing values, but as the reflection of each other, bouncing over Matthew Saliba's carefully developed characters. For the viewer, the film feels like it's 10 minutes long. If I judge by its reception at the Fantasia International Film Festival, film goers love it. Matthew Saliba is a talented filmmaker and I hope he will continue exploring symbolism and metaphors in cinema and continue to develop his unique style. His blend of personal, yet universal issues and crude (in your face) treatment with wild, creative imagination is not ordinary fare. This makes him an extraordinary filmmaker."
2,"'De battre mon coeur s'est arrêté' ('The Beat that my Heart Skipped') is another superb and delicate character-driven film from French writer/director Jacques Audiard ('Read My Lips') and his collaborator Tonino Benacquista. How this director can take such potentially fragile subjects and create enormously powerful and indelible characters would indicate that he is one of cinema's truly important artists.  The story evolves as Thomas Seyr (Romain Duris) is seen as a member of a real estate scam working with smarmy associates who buy and sell buildings at the expense and eviction of poor tenants. The work is distasteful but Thomas is following the lead of his father Robert (Niels Arestrup), a man on the skids who depends on Thomas to do his 'collections'. Thomas loathes the work but is devoted to his rundown father. We discover that Thomas' mother, a former concert pianist, is dead when Thomas encounters his old piano teacher who urges him to practice despite his ten year absence from playing and to audition for a new career. A light of hope goes on in Thomas' psyche and he is lead to a Chinese immigrant pianist Miao Lin (Linh Dan Pham) who takes him on as a pupil to prepare him for his anticipated audition.  As Thomas practices, his world of crime does not abate and he is intermittently pulled away from his passion for the piano by his old partners as well as his father's continuing need for his 'dirty services'. He is torn between the life he has been leading and the promises of a career with his mother's (and his) passion for beauty in music. When the partition tenuously separating these dual lives is broken, Thomas struggles to find his way back to music. The ending is unexpected and keeps in step with the verismo of the screenplay.  Romain Duris is a major talent and delivers the kind of performance that indicates he is becoming a powerhouse of an actor. But the real star of the film is the director who knows how to relate a glimpse of a man's life in subtle, quiet ways despite the accompanying background of violence. It is a delicate balance and Jacques Audiard makes it work. Highly recommended. Grady Harp"
2,"When I first watched this film in 2005, I loved it, although at the time I was perhaps ready to agree that the second half of the film stumbles in a lot. But having recently seen 'Camera Buff' by Krzysztof Kieslowski, I am absolutely convinced 'Torremolinos 73' was inspired by it, in one way or another. This is not to deny originality to Berger's creation, but the acquaintance with the Polish film can seriously help understand and evaluate 'Torremolinos'. It can let us appreciate some details (compare, for instance, a cameo appearance of another Polish filmmaker, Zanussi, in 'Camera Buff' to the ever-powerful presence of Bergman's loudspeaker in 'Torremolinos'), but, most importantly, it allows to see, what exactly the subject of the film is. If our understanding is not informed by 'Camera Buff', then 'Torremolinos' is a vinaigrette of politics, porn and art-house cinema. If it is, then the main topic is exactly the one that makes the film somewhat 'heavy' in its second part and which was one of the central topics in Kieslowski's film. Cinema becomes a wedge, which is hammered between the routine and creativity. Aspiration to make 'serious' films and the cherishing of a film as one's child violently confronted the parental responsibilities of Kieslowski's protagonist, who gave in to creative impulses. The conflict in 'Torremolinos' is slightly reversed in that cinema becomes a more complex agent: it is the reason for misunderstanding, but it also unveils the problem and in the end even helps to resolve it. It is nevertheless the importance of the choice and its connection to various problems concerning family life that bring a kind of dullness into the second part of 'Torremolinos'. In this case it might be useful to agree with those who call this part 'subtler' in comparison to the upbeat start. In particular, this second part contains an easily-unnoticed topic of how much insult the male pride can take, and whether or not it is worth being guarded when love is at stake."
2,"Has a number of scenes that easily meet requirements to be spoofed by MST3K. Best example: Landau throws a child-like temper-tantrum in the control center, threatening not to come back until he has full control of the goings-on. Plus, a lot of the dialog is simplistic, cartoon-like, i.e. not very realistic at all. There are a number of fallacies and absurd situations: 1) Connery says the 5-mile meteor will have the power of 250,000,000 tons of TNT (or 250,000?); either way that would be an understatement. But okay; I'm nit-picking, 2) Less nit-pickingish is calling the potential impact (only!) ten times stronger than the strongest earthquake; it's more like a million times stronger, 3) It's impossible to redirect a meteor when it's only days away from impact (again, nit-picking, or maybe they didn't know that then - though I doubt that), 4) it isn't possible to destroy a meteor that big (and that fast) with a series of nuclear hits, 5) One of the space centers only discover a big one going towards NY when it's just minutes away from impact! What were they doing, sleeping? 6) And does it have to hit NY of all places? Why do these meteors and asteroids always aim for the well-known cities? 7) It should have been more devastating; they showed it's impact to be more like that of a huge earthquake than a meteor, 8) the absurdity that governments would actually think about politics when the future of the entire planet is at stake - and that they actually need convincing that warheads need to be used?! The film is also quite slow."
2,"Only amusing thing about a made for TV-drama is how you can be given a list of 5000 titles and easily sort it out. If you want to see that actress from ""8 Simple Rules"" show that really she wasn't acting at all, that's what she actually looks and sounds like, this might just work out fine for you. So this girl (who looks pretty anorexic, but that seems okay in this movie) wants to make a documentary about fat people from roughly seventy points of view. She (poorly) dresses herself up as someone fat and gets humiliated with the weakest fat jokes ever written. They're not even mean really, they're just painfully lame. Menopause is seriously uninspiring. I guess it's still better than the endless stream of my husband is a monster because he only takes me out once a week and even had two beers last Christmas-flicks but man is it close. We even are insulted with some pointers about how not to get fat, like not eating pizza and stuff. Take notes.  Edit: I do love how the genre section somehow includes ""horror"" though"
2,"What a confusing, weird, Horror movie this is! The director was obviously on drugs but who can explain the editing mess? The editor was probably very high when working on the final print. I mean, there is no coherence between most events and it's like you are watching 5 different movies, in the style of ""Crash"" or ""Amores Perros"".  The sad truth is that this failure is considered as a Slasher movie with dramatic over tones. It tries to be like ""The Texas Chainsaw Massacre"" but with an 80's slasher feeling. It just doesn't works.  The acting is atrocious, not to mention the horrible direction that looks like an amateur flick. The only good thing about this one may be the soundtrack which is fairly good and fits with the movie's weirdness.  This movie is well known among B-fans as the movie where the killer uses a Richard Nixon mask.  Plase avoid this bizarre mess! It's just too bad to be bad."
1,"Ordinarily I really enjoy movies like ""Chances Are,"" but I wasn't quite satisfied with this one for a few reasons. The first half was pretty well done overall, with Alex Finch dying and being reincarnated in a new body (played by Robert Downey Jr.). He meets up with his wife (Cybill Shepherd) and friend (Ryan O'Neal) and his daughter, who is now grown up. The scenes with them meeting again and Downey rediscovering who he once was are well done, and there is a good amount of emotion and happiness once Shepherd finally believes its really her husband reincarnated, but from there the film goes downhill. There are several sex-related scenes that turned me off completely, especially Downey and Shepherd wanting to get together again despite the difference in their age now. After that, however, the film manages to end in the most satisfying way possible, considering the circumstances of the plot. I was disappointed because I did not expect the film to become so immoral by the end. There was great potential with this story, and the scenes in heaven are well done. There is a good theme song sung by Peter Cetera and Cher, but ultimately the film is not great. For a better, similar film, try ""Heaven Can Wait."" Decent, but I really kind of wish I hadn't seen it because of the scenes in the second half.  *** out of ****"
2,"Prior to watching this film, I'd never heard of it, so I didn't know what to expect (I hadn't read reviews or anything). My initial thoughts were that it would be a bit like another Danish romantic comedy, ""Italian for Beginners"", which, while I thought was a great film, was a bit bleak for me. Hence, I wasn't really expecting much more from this one.  However, I must say this is probably one of the best films I've seen over the years - much, MUCH better than the similar Richard Curtis efforts such as Four Weddings or Love Actually. The chemistry between characters is electric and, while it is arguable that the film is a little contrived with an oh-so predictable ending, it's very much a ""feel good"" film. The supporting cast are great - especially Mgala (she only has one word throughout the film, and I won't repeat it!) and Mulle/Merete, who you just feel sorry for.  The only problem I had with this film was that the Italian character, Sonny, was a complete caricature - big bushy eyebrows, lots of hand waving, and, when he broke into Italian, used the most obvious Italian phrases (""Ti amo!"", ""Scusi!"") - I guess it's because he was played by a Swede rather than a ""real"" Italian. The acting was fine, just a bit too contrived.  If you can find a copy on DVD, grab it. The version of the DVD I purchased was from Denmark itself (I speak a little of the language), and I was rather surprised and disappointed to find that there were no English subtitles (only those for the three Nordic nations) - I'm sure those outside of Scandinavia would find this a fantastic film, so I cannot understand why such an opportunity was missed. Incidentally, however, the film has been remade using English actors for the British market, as ""The One and Only"" but is, as far as I can tell from IMDb reviews, is a terrible effort."
2,"After the first two films, with their lavish sets, excellent acting, and state-of-the-art CGI, this comes as a massive disappointment. It's an ultra-low budget animation, so poorly drawn that it looks like a rough draft rather than a finished animation. The cast who played the Little family in the previous films return to voice their characters here, but the dubbing is so haphazard that you'll swear that different actors were used. The plot is paper-thin, the jokes are mostly lame, and even the very young are likely to get bored well before the end. A great shame, as the first Stuart Little in particular was a great hit with my daughter, and one of the best children's films of recent years. Stuart Little 3 is, however, best avoided."
